protocolSection_identificationModule_nctId,protocolSection_identificationModule_briefTitle,protocolSection_statusModule_overallStatus,protocolSection_sponsorCollaboratorsModule_leadSponsor_name,protocolSection_sponsorCollaboratorsModule_leadSponsor_class,protocolSection_conditionsModule_conditions_0,protocolSection_designModule_studyType,protocolSection_eligibilityModule_sex,protocolSection_eligibilityModule_stdAges_0,protocolSection_contactsLocationsModule_locations_0_city,protocolSection_contactsLocationsModule_locations_0_country,hasResults,protocolSection_armsInterventionsModule_interventions_0_name,min_age,start_date_day,start_date_month,start_date_year,first_post_date_day,first_post_date_month,first_post_year
NCT01267448,Outpatient Discharge Therapy With Saxagliptin+MetforminXR vs GlipizideXL for Type 2 Diabetes With Severe Hyperglycemia,COMPLETED,Cook County Health,OTHER_GOV,Diabetes Mellitus Type 2,INTERVENTIONAL,ALL,ADULT,Chicago,United States,False,Glipizide XL,18,9,9,2014,28,12,2010
NCT00398060,GOAL Life-Style Change Intervention to Prevent Type 2 Diabetes,COMPLETED,Finnish Institute for Health and Welfare,OTHER_GOV,Obesity,INTERVENTIONAL,ALL,ADULT,Lahti,Finland,False,Cognitive-behavioral life-style counseling,50,1,1,2003,10,11,2006
NCT01901952,Lifestyle Improvement Through Food and Exercise (LIFE)Study,COMPLETED,Rush University Medical Center,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Chicago,United States,False,Intensive education and lifestyle support,18,1,3,2012,17,7,2013
NCT00921882,Is it Possible to Screen for Type 2 Diabetes at Day 2 in Gestational Diabetes Mellitus Patients Postpartum?,COMPLETED,Université de Sherbrooke,OTHER,Gestational Diabetes Mellitus,OBSERVATIONAL,FEMALE,ADULT,Sherbrooke,Canada,False,Oral glucose tolerance test,18,1,6,2008,16,6,2009
NCT06034548,Diabetes and Hypertension Self Management Program,COMPLETED,West Virginia University,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Morgantown,United States,False,diabetes and hypertension self-management,18,27,8,2018,13,9,2023
NCT02553408,Patients and Care Providers Perspectives and Experience With Decision Aid Tool for Self-monitoring of Blood Glucose,COMPLETED,Lawson Health Research Institute,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,London,Canada,False,FreeStyle Precision Neo-Meter,18,1,9,2015,17,9,2015
NCT01150292,Effects of Docosahexaenoic Acid (DHA) on Cardiovascular Disease on Diabetic Patients,COMPLETED,Hospices Civils de Lyon,OTHER,Type 2 Diabetes,INTERVENTIONAL,FEMALE,ADULT,Bron,France,False,First period DHA,55,1,5,2010,24,6,2010
NCT01112696,An Inpatient Performance Evaluation of a New Subcutaneous Glucose Sensor,COMPLETED,Medtronic Diabetes,INDUSTRY,Type 1 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Escondido,United States,True,Sensor wear,18,1,4,2010,28,4,2010
NCT01967992,Examining the Effects of Diet on Health With an Online Program,COMPLETED,"University of California, San Francisco",OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,San Francisco,United States,False,"Behavioral: Low Carbohydrate, Ketogenic Diet",18,1,10,2013,23,10,2013
NCT00141492,Efficacy and Safety of Androgel in the Treatment of Hypogonadal and Low Testosterone Men With Type 2 Diabetes,COMPLETED,Solvay Pharmaceuticals,INDUSTRY,Type 2 Diabetes,INTERVENTIONAL,MALE,ADULT,Birmingham,United States,False,Androgel (testosterone gel),30,1,10,2004,1,9,2005
NCT02283411,Effectiveness and Safety Study of the Abbott Sensor Based Glucose Monitoring Systems,COMPLETED,Abbott Diabetes Care,INDUSTRY,"Diabetes Mellitus, Type 1",INTERVENTIONAL,ALL,ADULT,Santa Barbara,United States,True,Abbott Sensor Based Glucose Monitoring System,18,1,11,2014,5,11,2014
NCT06063109,A Clinical Trial to Evaluate the Safety and the Pharmacokinetic Interaction of Telmisartan and Dapagliflozin.,COMPLETED,THPharm Corp.,INDUSTRY,Hypertension,INTERVENTIONAL,ALL,ADULT,Seoul,"Korea, Republic of",False,THP-00101 (Dapagliflozin) 10mg,19,9,10,2023,2,10,2023
NCT00634673,Postprandial Fatty Acids and FABP2 in Type 2 Diabetes Mellitus (DM),COMPLETED,Hospital de Clinicas de Porto Alegre,OTHER,Dyslipidemia,INTERVENTIONAL,ALL,CHILD,Porto Alegre,Brazil,False,sandwich,40,1,6,2006,13,3,2008
NCT01942694,Vitamin D and Type 2 Diabetes Study,COMPLETED,Tufts Medical Center,OTHER,Prediabetes,INTERVENTIONAL,ALL,ADULT,Phoenix,United States,True,Vitamin D (Cholecalciferol),30,1,10,2013,16,9,2013
NCT02459834,The Fructose and Allulose Catalytic Effects (FACE) Trial,COMPLETED,University of Toronto,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Toronto,Canada,False,Allulose,18,1,11,2015,2,6,2015
NCT00631774,A Study to Evaluate the Postprandial Metabolic Response After Use of Glucerna SR in Obese Type 2 Diabetes,COMPLETED,"Taipei Veterans General Hospital, Taiwan",OTHER_GOV,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Taipei,Taiwan,False,Glucerna SR,20,1,11,2007,10,3,2008
NCT05992545,Mobile Application for Integrative Diabetes Care,COMPLETED,Korea University Anam Hospital,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Seoul,"Korea, Republic of",False,Mobile application 'DangDang Care' under usual care,20,13,6,2022,15,8,2023
NCT02433678,An Investigation Into The Anti-hypertensive And Potential Anti-inflammatory Actions Of Dapagliflozin,COMPLETED,University at Buffalo,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Buffalo,United States,True,dapagliflozin,20,1,11,2015,5,5,2015
NCT01607294,A Single Center Study to Evaluate the Efficacy and Safety of ETC 1002 in Subjects With Type 2 Diabetes,COMPLETED,"Esperion Therapeutics, Inc.",INDUSTRY,Hyperlipidemia,INTERVENTIONAL,ALL,ADULT,Miramar,United States,False,ETC-1002,18,1,4,2012,30,5,2012
NCT03074630,Dapagliflozin and Cholesterol Metabolism in Type 2 Diabetes (DM2),COMPLETED,"Amsterdam UMC, location VUmc",OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Amsterdam,Netherlands,True,Dapagliflozin,18,1,5,2016,9,3,2017
NCT00653302,Phenotype Evaluation in Insulin Naive Patients Using Lantus (Insulin Glargine),COMPLETED,Sanofi,INDUSTRY,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Paris,France,False,Lantus (insulin glargine) + Glucophage (Metformin),30,1,4,2003,4,4,2008
NCT01409239,Effect of Glycemic Variability on Autonomic Tone in Hospitalized Patients With Type 2 Diabetes,COMPLETED,Kathleen Dungan,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Columbus,United States,True,Intravenous insulin,18,1,7,2011,4,8,2011
NCT02325960,A Comparison of Exenatide and Insulin Glargine,COMPLETED,The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Nanjing,China,False,exenatide,18,1,1,2015,25,12,2014
NCT02320344,Partnerships to Improve Lifestyle Interventions (PILI) 'Ohana Dissemination Project Partners in Care,COMPLETED,University of Hawaii,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Honolulu,United States,False,Partners in Care,18,1,7,2013,19,12,2014
NCT02285985,Effects of Saxagliptin on Adipose Tissue Inflammation in Humans,COMPLETED,Phoenix VA Health Care System,FED,Type 2 Diabetes Mellitus (T2DM),INTERVENTIONAL,ALL,ADULT,Phoenix,United States,False,Saxagliptin,21,1,2,2013,7,11,2014
NCT02815943,Postprandial Metabolism After Bariatric Surgery in Type 2 Diabetes,COMPLETED,Université de Sherbrooke,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Sherbrooke,Canada,False,biliopancreatic diversion with duodenal switch,18,1,8,2015,28,6,2016
NCT02153879,Characterization of High Density Lipoprotein (HDL) in Type 2 Diabetes (T2D) After Fenofibrate or Niacin Treatment,COMPLETED,Institut Investigacio Sanitaria Pere Virgili,OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Reus,Spain,False,Fenofibrate,30,1,2,2009,3,6,2014
NCT01809184,"A Trial Investigating the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of NNC0148-0000-0287 in Healthy Subjects",COMPLETED,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,MALE,ADULT,Neuss,Germany,False,insulin 287,18,4,3,2013,12,3,2013
NCT02655757,Effect of Sitagliptin on Progression of Coronary Intermediate Lesion,COMPLETED,Li Bo,OTHER,Atherosclerosis,INTERVENTIONAL,ALL,ADULT,Beijing,China,False,Sitagliptin,18,1,12,2015,14,1,2016
NCT02501343,Alkaline Diet for Insulin Sensitivity,COMPLETED,Garvan Institute of Medical Research,OTHER,Dysglycemia,INTERVENTIONAL,ALL,ADULT,Darlinghurst,Australia,False,Sodium Bicarbonate Oral Capsule,22,1,3,2015,17,7,2015
NCT00613782,Reandron in Diabetic Men Witn Low Testosterone Level,COMPLETED,Austin Health,OTHER_GOV,Type 2 Diabetes,INTERVENTIONAL,MALE,ADULT,Melbourne,Australia,False,Reandron 1000,18,1,1,2009,13,2,2008
NCT02235584,Insulinotropic Effect of GLP-1 and GIP After Dexamethasone,COMPLETED,Hvidovre University Hospital,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Copenhagen NV,Denmark,False,Dexamethasone,20,1,7,2009,10,9,2014
NCT02198989,Effects of Peer Support and Yoga Music on T2DM With Depression and Sleep Disorders,COMPLETED,Guang Ning,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Shanghai,China,False,peer support and yoga music therapy,40,1,1,2014,24,7,2014
NCT02906579,"A Phase 2 Trial of IW-1973, A Stimulator of Soluble Guanylate Cyclase (sGC), in Patients With Stable Type 2 Diabetes and Hypertension",COMPLETED,Cyclerion Therapeutics,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,San Antonio,United States,True,Matching Placebo,30,1,9,2016,20,9,2016
NCT00738153,An Observational Study on Efficacy and Safety in Subjects Using Levemir® for the Treatment of Insulin Dependent Type 1 or Type 2 Diabetes,COMPLETED,Novo Nordisk A/S,INDUSTRY,Diabetes,OBSERVATIONAL,ALL,CHILD,Casablanca,Morocco,False,insulin detemir,7,1,6,2008,20,8,2008
NCT00879710,Effect of Diabetes Mellitus on Cholesterol Metabolism,COMPLETED,Medical College of Wisconsin,OTHER,Type 1 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Milwaukee,United States,True,simvastatin or ezetimibe,18,1,8,2008,10,4,2009
NCT00432809,Advanced Medical Therapy Versus Advanced Medical Therapy Plus Bariatric Surgery for the Resolution of Type 2 Diabetes,COMPLETED,The Cleveland Clinic,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Cleveland,United States,True,Gastric bypass,20,1,2,2007,8,2,2007
NCT00745433,Switch From Metformin Monotherapy to a Bitherapy With Metformin and Repaglinide,COMPLETED,Novo Nordisk A/S,INDUSTRY,Diabetes,OBSERVATIONAL,ALL,ADULT,Brussels,Belgium,False,repaglinide,18,1,1,2008,3,9,2008
NCT00945165,Exercise and Glycemic Control in Type 2 Diabetes,COMPLETED,Maastricht University Medical Center,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,MALE,ADULT,Maastricht,Netherlands,False,Exercise intervention,40,1,7,2009,24,7,2009
NCT01620463,"Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of Liraglutide in Healthy Japanese Volunteers",COMPLETED,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,MALE,ADULT,Tokyo,Japan,False,liraglutide,20,1,12,2002,15,6,2012
NCT01852136,Clinical Evaluation of BD NEXT Pen Needle,COMPLETED,"Becton, Dickinson and Company",INDUSTRY,"Diabetes Mellitus, Type 2",OBSERVATIONAL,ALL,ADULT,Toms River,United States,False,BD NEXT 31G x 5 mm pen needle,35,1,9,2012,13,5,2013
NCT02061124,"Effect of Bile Acid Sequestration on Postprandial GLP-1 Secretion, Glucose Homeostasis and Gut Microbiota",COMPLETED,"University Hospital, Gentofte, Copenhagen",OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Hellerup,Denmark,False,Sevelamer 1600 mg TID for 7 days,35,1,2,2014,12,2,2014
NCT00374270,Improving Blood Pressure Management in Patients With Diabetes,COMPLETED,University of Alberta,OTHER,Hypertension,INTERVENTIONAL,ALL,ADULT,Edmonton,Canada,False,Lifestyle Counselling; Opinion Leader Influence Statements,18,1,5,2005,11,9,2006
NCT01232946,Cooperation of Insulin and GLP-1 on Myocardial Glucose Uptake,COMPLETED,Indiana University,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Indianapolis,United States,True,liraglutide,18,1,1,2012,2,11,2010
NCT02050074,The Role of Metformin and Colesevelam in Human GLP-1 Secretion,COMPLETED,"University Hospital, Gentofte, Copenhagen",OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Hellerup,Denmark,False,Colesevelam,18,1,1,2014,30,1,2014
NCT01820377,The Aboriginal Youth Mentorship Program,COMPLETED,University of Manitoba,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,CHILD,Winnipeg,Canada,False,Aboriginal Youth Mentorship Program,8,1,10,2010,28,3,2013
NCT00729196,A Trial of Two Diets for Weight and Diabetes Management,COMPLETED,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Philadelphia,United States,False,Lifestyle Modification,18,1,7,2005,7,8,2008
NCT01515592,Safety and Tolerability of Liraglutide in Healthy Japanese Male Volunteers,COMPLETED,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,MALE,ADULT,Tokyo,Japan,False,liraglutide,20,1,1,2006,24,1,2012
NCT01508806,Safety and Tolerability of Liraglutide in Subjects With Impaired Kidney Function and in Subjects With Normal Kidney Function,COMPLETED,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,ADULT,Christchurch,Australia,False,liraglutide,18,1,8,2005,12,1,2012
NCT01507389,Safety of Liraglutide in Subjects With Liver Impairment and in Subjects With Normal Liver Function,COMPLETED,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,ADULT,Warszawa,Poland,False,liraglutide,18,1,3,2006,10,1,2012
NCT01702012,Almased Multi-Center Diabetes Intervention Trial,COMPLETED,Wake Forest University Health Sciences,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Winston-Salem,United States,False,Almased Meal Replacement Powder,21,1,1,2013,5,10,2012
NCT01490658,"Single Dose Pharmacokinetics of Repaglinide, Metformin and Combination Tablet in Fed Healthy Volunteers",COMPLETED,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,ADULT,Austin,United States,False,repaglinide,18,1,6,2006,13,12,2011
NCT01489644,"Single Dose Pharmacokinetics of Repaglinide, Metformin and Combination Tablet in Healthy Volunteers",COMPLETED,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,ADULT,Miami,United States,False,repaglinide,18,1,6,2006,9,12,2011
NCT04020822,Feasibility Study of New Subcutaneous Glucose Sensor With Recording Devices,COMPLETED,Medtronic Diabetes,INDUSTRY,Type 1 Diabetes,INTERVENTIONAL,ALL,ADULT,Aurora,United States,True,Guardian Sensor (3),18,29,7,2019,16,7,2019
NCT01921881,Does the Natural Medicinal Plant St John's Wort Affect the Glucose Tolerance in Healthy Individuals,COMPLETED,University of Southern Denmark,OTHER,Type 2 Diabetes,INTERVENTIONAL,MALE,ADULT,Odense C,Denmark,False,St John's wort,18,1,9,2013,13,8,2013
NCT00675493,Observational Study of Type 1 and Type 2 Diabetes Patients Having Switched From Human Premixes to NovoMix®30,COMPLETED,Novo Nordisk A/S,INDUSTRY,Diabetes,OBSERVATIONAL,ALL,CHILD,Bucharest,Romania,False,biphasic insulin aspart 30,10,1,5,2008,9,5,2008
NCT00915954,Growth Hormone Feedback to Insulin-like Growth Factor-I (IGF-1) and Oral Glucose Tolerance Test (OGTT),COMPLETED,Cedars-Sinai Medical Center,OTHER,Acromegaly,INTERVENTIONAL,ALL,ADULT,Los Angeles,United States,True,Oral Glucose Tolerance Test,18,1,12,2008,8,6,2009
NCT01869621,Study of Metformin Pharmacogenetics in Twins,COMPLETED,University of Southern Denmark,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Odense C,Denmark,False,Metformin,18,1,4,2013,5,6,2013
NCT01866462,Pilot Study of the Effect of MN-504 Cobiotic Formulation on the Efficacy and Tolerability of Metformin,COMPLETED,NuMe Health,INDUSTRY,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Baton Rouge,United States,False,NM504,18,1,5,2013,31,5,2013
NCT01812590,Acute Exercise and Pancreatic Endocrine Function,COMPLETED,"Rigshospitalet, Denmark",OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Copenhagen,Denmark,False,Exercise,30,1,1,2013,18,3,2013
NCT01512654,Personalized Glucose Predictive and Therapy Advisory System - DIAdvisor 2,COMPLETED,"University Hospital, Montpellier",OTHER,Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Prague,Czechia,False,Personalized Glucose Predictive and Therapy Advisory System (DIAdvisor),18,1,9,2008,19,1,2012
NCT01169090,"A Study Comparing the Safety, Tolerance, and Efficacy of Various Doses of SK-0403 Versus Placebo and Sitagliptin 100 mg in Patients Not Well-Controlled on Metformin Therapy",COMPLETED,"Kowa Research Institute, Inc.",INDUSTRY,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Birmingham,United States,False,SK-0403,18,1,7,2010,23,7,2010
NCT00142922,Breaking Down Barriers to Diabetes Self-Care,COMPLETED,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH,Type 1 Diabetes,INTERVENTIONAL,ALL,ADULT,Boston,United States,False,Breaking Down Barriers,18,1,10,2002,2,9,2005
NCT00741390,Evaluation of Blood Volume and Perceived Pain During Fingerstick Monitoring of Blood Glucose,COMPLETED,"Becton, Dickinson and Company",INDUSTRY,"Diabetes Mellitus, Type 1",INTERVENTIONAL,ALL,ADULT,Colorado Springs,United States,True,BD/33G,18,1,8,2008,26,8,2008
NCT00953498,Influence of Glitazones on the Vasodilatory Effect of High-density Lipoprotein (HDL) Lipoproteins,COMPLETED,Centre Hospitalier Universitaire Dijon,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Dijon,France,False,pioglitazone,18,1,10,2007,6,8,2009
NCT01771445,Role of Interleukin-1 in the Regulation of Muscle Derived Interleukin-6 During Exercise,COMPLETED,Marc Y.Donath,OTHER,Type 2 Diabetes,INTERVENTIONAL,MALE,ADULT,Basel,Switzerland,False,IL-1Ra,20,1,12,2011,18,1,2013
NCT00895986,Using Conversation Maps to Reinforce Self-Care,COMPLETED,Joslin Diabetes Center,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Boston,United States,False,Conversation Maps Diabetes Education,25,1,12,2008,11,5,2009
NCT04806685,Diabetes Education and A1c Study,COMPLETED,Michigan State University,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,East Lansing,United States,False,Sleep education,18,15,3,2021,19,3,2021
NCT01089569,Continuous Glucose Monitoring Evaluation of Exenatide Twice Daily Versus Insulin Glargine,COMPLETED,HealthPartners Institute,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Minneapolis,United States,True,Exenatide,18,1,4,2010,18,3,2010
NCT01747083,Food-Effect Bioavailability Study of FDC(Gemigliptin/Metformin HCl Sustained Release) 50/1000mg(25/500mg x 2tablets),COMPLETED,LG Life Sciences,INDUSTRY,Type 2 Diabetes,INTERVENTIONAL,MALE,ADULT,Seoul,"Korea, Republic of",False,FDC(gemigliptin/metformin HCl sustained release 50/1000mg(25/500mg x 2tablets)),20,1,1,2013,11,12,2012
NCT02176681,"A Prospective, Multicenter, Randomized, Open-label Study of 12 Week Duration to Evaluate the Effect of VILDagliptin Added to Insulin on Glycaemic Control in haemoDIALyzed Patients With Type 2 Diabetes: Probe Analysis of CGM",COMPLETED,"University Hospital, Strasbourg, France",OTHER,"Haemodialyzed, Type 2 Diabetes",INTERVENTIONAL,ALL,ADULT,Amiens,France,False,Vildagliptin (Galvus),18,1,6,2014,27,6,2014
NCT05969015,Intensive Self-care on Glycemic Control in Outpatients With Type 2 Diabetes Mellitus: The Diabetes Care (D-CARE) Study,COMPLETED,Universidade do Extremo Sul Catarinense - Unidade Academica de Ciecias da Saude,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Criciúma,Brazil,False,Prochaska and DiClemente transtheorical model,18,15,1,2022,1,8,2023
NCT01043445,-Oleoyl Glycerol is a GPR119 Agonist and Signals GLP-1 Release in Humans.,COMPLETED,"Glostrup University Hospital, Copenhagen",OTHER,Type 2 Diabetes,INTERVENTIONAL,MALE,ADULT,Glostrup,Denmark,False,"GPR 119 agonist, 2-oleyl glycerol",18,1,9,2009,6,1,2010
NCT01098253,Integrating Depression Services Into DM Management,COMPLETED,University of Pennsylvania,OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Philadelphia,United States,True,Adherence Intervention,30,1,1,2009,2,4,2010
NCT00928057,Comparison of Glycemic Control Among Diabetics Using Three Different Pen Needles,COMPLETED,"Becton, Dickinson and Company",INDUSTRY,"Diabetes Mellitus, Type 1",INTERVENTIONAL,ALL,ADULT,Birmingham,United States,True,4mm x 32G pen needle,18,1,6,2009,25,6,2009
NCT01460446,ACCU-CHEK® Aviva Expert Study: Does Use of a Bolus Advisor Improve Glycemic Control in Patients Not Achieving Optimal Control Using Multiple Daily Injections (MDI)?,COMPLETED,Hoffmann-La Roche,INDUSTRY,"Diabetes Mellitus, Type 1",INTERVENTIONAL,ALL,ADULT,Aschaffenburg,Germany,True,Aviva Expert blood glucose meter,18,1,10,2011,26,10,2011
NCT01625507,The Alberta Diet: Effectiveness Study,COMPLETED,University of Alberta,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Edmonton,Canada,True,PANDA intervention,35,1,10,2012,21,6,2012
NCT01610518,The Glycemic Response Elicited by Beta-glucans of Different Physical Properties and Form,COMPLETED,Guelph Food Research Centre,OTHER_GOV,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Toronto,Canada,False,oat beta-glucan,18,1,2,2011,4,6,2012
NCT00950898,The Acute Effects of Coffee on Glucose Metabolism,COMPLETED,Brooklyn College of the City University of New York,OTHER,Type 2 Diabetes,INTERVENTIONAL,MALE,ADULT,Brooklyn,United States,False,decaff,18,1,11,2006,3,8,2009
NCT04120974,The Role of Proper Insulin Injection Technique in the Treatment of Diabetes Mellitus,COMPLETED,"Becton, Dickinson and Company",INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Ekaterinburg,Russian Federation,True,Optimal insulin injection,18,1,10,2019,9,10,2019
NCT02299388,To Evaluate the Effect of Liraglutide on Ambulatory Blood Pressure-A Pilot Study,COMPLETED,Tulane University School of Medicine,OTHER,"Diabetes Mellitus, Non-Insulin-Dependent",INTERVENTIONAL,ALL,ADULT,New Orleans,United States,True,Liraglutide or Placebo,18,1,10,2014,24,11,2014
NCT00688974,Longitudinal Cohort Study Comparing 2 Surgical Techniques in Patients With Class 3 Obesity and Type 2 Diabetes,COMPLETED,"University Hospital, Lille",OTHER,Obesity,OBSERVATIONAL,ALL,ADULT,Lille,France,False,Roux-en-Y gastric bypass,18,1,5,2004,3,6,2008
NCT01542775,Effects of Exercise on sRAGE Levels and Cardiometabolic Risk Factors,COMPLETED,Korea University,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Seoul,"Korea, Republic of",False,Aerobic Exercise Group,18,1,1,2010,2,3,2012
NCT05951140,Personalised Nutrition for Healthy Living,COMPLETED,Prof. Dr. med. Andreas F. H. Pfeiffer,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Berlin,Germany,False,Usage of the PROTEIN-Application,18,1,10,2020,18,7,2023
NCT04746781,The Effect of 360 Video and MAPS on Enrollment in the DPP,COMPLETED,University of Utah,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Salt Lake City,United States,False,Mobile 360° Video intervention,18,17,2,2021,10,2,2021
NCT01524705,FLuctuATion Reduction With inSULin and Glp-1 Added togetheR (FLAT-SUGAR),COMPLETED,University of Washington,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,San Diego,United States,True,Insulin Glargine,40,1,8,2012,2,2,2012
NCT05919667,Dairy and Non-Dairy Alternatives Comparative on Metabolic Outcomes,COMPLETED,University of Toronto,OTHER,Obesity,INTERVENTIONAL,ALL,ADULT,Toronto,Canada,False,Dairy and plant-based dairy beverages and solids,18,28,2,2022,26,6,2023
NCT03228706,Effectiveness of an Intervention in Improving Medication Adherence Among Malay Patients With Underlying Type 2 Diabetes Mellitus in Malaysia,COMPLETED,"Clinical Research Centre, Malaysia",OTHER,Medication Adherence,INTERVENTIONAL,ALL,ADULT,Kota Samarahan,Malaysia,False,Know Your Medicine - Take It For Health (KYM-TIFH),18,1,8,2017,25,7,2017
NCT01494935,"""Effect of High Fat and High Glycemic Diets",COMPLETED,Mayo Clinic,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Rochester,United States,False,High Glycemic Diet,40,1,4,2011,19,12,2011
NCT00274118,DETAIL Study: Diabetes Exposed to Telmisartan and Enalapril,COMPLETED,Boehringer Ingelheim,INDUSTRY,Hypertension,INTERVENTIONAL,ALL,ADULT,Frederiksberg C,Denmark,False,telmisartan,35,1,7,1997,10,1,2006
NCT00797888,Bronx A1c: Bring it Down for Health,COMPLETED,Albert Einstein College of Medicine,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,New York,United States,False,telephonic,18,1,9,2008,25,11,2008
NCT02481479,Saxagliptin and Cardiac Structure and Function,COMPLETED,Unity Health Toronto,OTHER,"Diabetes Mellitus, Non-Insulin-Dependent",INTERVENTIONAL,ALL,ADULT,Toronto,Canada,False,Saxagliptin,18,1,6,2015,25,6,2015
NCT05875259,A Clinical Trial Study to Evaluate the Pharmacokinetic Interaction and Safety Between BR1019-1 and BR1019-2 in Healthy Adult Subjects,COMPLETED,"Boryung Pharmaceutical Co., Ltd",INDUSTRY,Hypertension,INTERVENTIONAL,ALL,ADULT,Incheon,"Korea, Republic of",False,BR1019-1,19,13,5,2023,25,5,2023
NCT01507285,Safety and Tolerability of Liraglutide in Healthy Volunteers and Subjects With Type 2 Diabetes,COMPLETED,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,ADULT,Manchester,United Kingdom,False,liraglutide,18,1,8,1999,10,1,2012
NCT04784130,Enhancing Diabetes and Hypertension Self-Management Rural Appalachian Patients In Patient-Centered Medical Homes,COMPLETED,West Virginia University,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Morgantown,United States,False,Physical Activity,18,1,10,2019,5,3,2021
NCT03414892,Multiple Ascending Doses of Globalagliatin Hydrochloride in Type 2 Diabetes Mellitus,COMPLETED,Yabao Pharmaceutical Group,INDUSTRY,Hyperglycaemia (Diabetic),INTERVENTIONAL,ALL,ADULT,Nanjing,China,False,Globalagliatin Hydrochloride,18,3,1,2018,30,1,2018
